sale_id,product_id,sale_date,quantity_sold,unit_price,channel,region,discount_pct,is_returned,created_at,revenue,net_quantity,year,month,week,dow
4277,9,2024-01-03,1,231.93,online,West,5.0,False,2024-01-03,220.33,1,2024,1,1,2
4865,10,2024-01-03,2,108.1,online,West,0.0,False,2024-01-03,216.2,2,2024,1,1,2
5344,11,2024-01-03,12,9.03,online,Central,0.0,False,2024-01-03,108.36,12,2024,1,1,2
5345,11,2024-01-03,25,9.03,online,Central,0.0,False,2024-01-03,225.75,25,2024,1,1,2
5346,11,2024-01-03,1,8.13,retail,Central,10.0,False,2024-01-03,7.32,1,2024,1,1,2
5944,12,2024-01-03,3,384.17,online,West,0.0,False,2024-01-03,1152.51,3,2024,1,1,2
6581,14,2024-01-03,4,111.82,retail,Central,5.0,False,2024-01-03,424.92,4,2024,1,1,2
7174,15,2024-01-03,15,7.27,online,South,0.0,False,2024-01-03,109.05,15,2024,1,1,2
7776,16,2024-01-03,1,441.25,online,West,0.0,False,2024-01-03,441.25,1,2024,1,1,2
8342,17,2024-01-03,2,562.7,retail,North,0.0,False,2024-01-03,1125.4,2,2024,1,1,2
8840,18,2024-01-03,3,204.73,online,Central,5.0,False,2024-01-03,583.48,3,2024,1,1,2
8841,18,2024-01-03,8,204.73,online,South,5.0,False,2024-01-03,1555.95,8,2024,1,1,2
9444,19,2024-01-03,26,36.39,retail,East,10.0,False,2024-01-03,851.53,26,2024,1,1,2
10055,20,2024-01-03,2,133.7,online,West,5.0,False,2024-01-03,254.03,2,2024,1,1,2
10487,21,2024-01-03,3,287.6,online,West,0.0,False,2024-01-03,862.8,3,2024,1,1,2
10898,22,2024-01-03,15,29.79,retail,Central,10.0,False,2024-01-03,402.16,15,2024,1,1,2
11512,23,2024-01-03,8,32.43,retail,Central,5.0,False,2024-01-03,246.47,8,2024,1,1,2
11513,23,2024-01-03,26,34.14,retail,West,0.0,False,2024-01-03,887.64,26,2024,1,1,2
11514,23,2024-01-03,4,30.73,retail,East,10.0,False,2024-01-03,110.63,4,2024,1,1,2
12153,24,2024-01-03,9,264.12,retail,North,10.0,False,2024-01-03,2139.37,9,2024,1,1,2
12751,25,2024-01-03,9,78.71,retail,South,5.0,False,2024-01-03,672.97,9,2024,1,1,2
13341,26,2024-01-03,4,69.11,retail,West,0.0,False,2024-01-03,276.44,4,2024,1,1,2
13985,27,2024-01-03,9,34.16,online,West,0.0,False,2024-01-03,307.44,9,2024,1,1,2
13986,27,2024-01-03,13,34.16,retail,West,0.0,False,2024-01-03,444.08,13,2024,1,1,2
13987,27,2024-01-03,12,32.45,wholesale,East,5.0,False,2024-01-03,369.93,12,2024,1,1,2
14607,28,2024-01-03,2,346.62,retail,East,0.0,False,2024-01-03,693.24,2,2024,1,1,2
15198,29,2024-01-03,2,219.49,online,Central,0.0,False,2024-01-03,438.98,2,2024,1,1,2
15650,30,2024-01-03,3,130.25,retail,East,0.0,False,2024-01-03,390.75,3,2024,1,1,2
16035,31,2024-01-03,2,29.9,retail,East,15.0,True,2024-01-03,50.83,0,2024,1,1,2
16654,32,2024-01-03,2,516.69,retail,Central,0.0,False,2024-01-03,1033.38,2,2024,1,1,2
17183,33,2024-01-03,17,400.11,wholesale,West,0.0,False,2024-01-03,6801.87,17,2024,1,1,2
17800,34,2024-01-03,1,252.9,online,North,10.0,False,2024-01-03,227.61,1,2024,1,1,2
18165,35,2024-01-03,2,32.79,online,West,0.0,False,2024-01-03,65.58,2,2024,1,1,2
18166,35,2024-01-03,7,31.15,retail,Central,5.0,False,2024-01-03,207.15,7,2024,1,1,2
18167,35,2024-01-03,20,29.51,online,North,10.0,False,2024-01-03,531.18,20,2024,1,1,2
18767,36,2024-01-03,1,179.35,online,West,5.0,True,2024-01-03,170.38,0,2024,1,1,2
18768,36,2024-01-03,1,188.79,retail,South,0.0,False,2024-01-03,188.79,1,2024,1,1,2
19140,37,2024-01-03,5,374.07,online,Central,0.0,False,2024-01-03,1870.35,5,2024,1,1,2
19517,38,2024-01-03,4,82.29,online,North,10.0,False,2024-01-03,296.24,4,2024,1,1,2
19518,38,2024-01-03,10,91.43,retail,North,0.0,False,2024-01-03,914.3,10,2024,1,1,2
20127,39,2024-01-03,10,18.95,online,Central,0.0,False,2024-01-03,189.5,10,2024,1,1,2
20128,39,2024-01-03,22,18.95,retail,West,0.0,False,2024-01-03,416.9,22,2024,1,1,2
20710,40,2024-01-03,4,321.92,online,South,5.0,True,2024-01-03,1223.3,0,2024,1,1,2
4,1,2024-01-04,1,780.52,online,North,10.0,False,2024-01-04,702.47,1,2024,1,1,3
389,2,2024-01-04,12,64.16,online,West,0.0,False,2024-01-04,769.92,12,2024,1,1,3
1037,3,2024-01-04,1,33.07,online,Central,0.0,False,2024-01-04,33.07,1,2024,1,1,3
1038,3,2024-01-04,1,28.11,retail,West,15.0,False,2024-01-04,23.89,1,2024,1,1,3
1626,4,2024-01-04,1,587.7,retail,South,0.0,False,2024-01-04,587.7,1,2024,1,1,3
1937,5,2024-01-04,4,419.76,retail,North,15.0,False,2024-01-04,1427.18,4,2024,1,1,3
2496,6,2024-01-04,1,289.37,retail,South,0.0,False,2024-01-04,289.37,1,2024,1,1,3
2497,6,2024-01-04,10,289.37,retail,West,0.0,False,2024-01-04,2893.7,10,2024,1,1,3
3076,7,2024-01-04,7,22.33,retail,West,0.0,False,2024-01-04,156.31,7,2024,1,1,3
3077,7,2024-01-04,8,22.33,wholesale,West,0.0,False,2024-01-04,178.64,8,2024,1,1,3
3672,8,2024-01-04,14,114.43,retail,West,10.0,False,2024-01-04,1441.82,14,2024,1,1,3
4278,9,2024-01-04,2,244.14,retail,East,0.0,False,2024-01-04,488.28,2,2024,1,1,3
4866,10,2024-01-04,1,102.69,online,North,5.0,False,2024-01-04,97.56,1,2024,1,1,3
4867,10,2024-01-04,1,97.29,online,North,10.0,False,2024-01-04,87.56,1,2024,1,1,3
5347,11,2024-01-04,15,7.68,retail,East,15.0,False,2024-01-04,97.92,15,2024,1,1,3
5945,12,2024-01-04,2,384.17,wholesale,Central,0.0,False,2024-01-04,768.34,2,2024,1,1,3
6287,13,2024-01-04,2,647.79,retail,South,15.0,False,2024-01-04,1101.24,2,2024,1,1,3
6582,14,2024-01-04,1,117.71,retail,South,0.0,False,2024-01-04,117.71,1,2024,1,1,3
6583,14,2024-01-04,3,117.71,online,Central,0.0,False,2024-01-04,353.13,3,2024,1,1,3
6584,14,2024-01-04,4,117.71,wholesale,North,0.0,False,2024-01-04,470.84,4,2024,1,1,3
7175,15,2024-01-04,5,6.18,online,South,15.0,False,2024-01-04,26.26,5,2024,1,1,3
7777,16,2024-01-04,6,441.25,retail,South,0.0,False,2024-01-04,2647.5,6,2024,1,1,3
8343,17,2024-01-04,1,562.7,online,West,0.0,False,2024-01-04,562.7,1,2024,1,1,3
8344,17,2024-01-04,3,562.7,retail,East,0.0,False,2024-01-04,1688.1,3,2024,1,1,3
8842,18,2024-01-04,5,215.51,wholesale,South,0.0,False,2024-01-04,1077.55,5,2024,1,1,3
9445,19,2024-01-04,7,40.43,retail,North,0.0,False,2024-01-04,283.01,7,2024,1,1,3
10056,20,2024-01-04,2,140.74,online,North,0.0,False,2024-01-04,281.48,2,2024,1,1,3
10488,21,2024-01-04,1,230.08,online,East,20.0,False,2024-01-04,184.06,1,2024,1,1,3
10899,22,2024-01-04,3,33.1,online,North,0.0,False,2024-01-04,99.3,3,2024,1,1,3
11515,23,2024-01-04,9,34.14,online,East,0.0,False,2024-01-04,307.26,9,2024,1,1,3
12154,24,2024-01-04,4,264.12,retail,East,10.0,False,2024-01-04,950.83,4,2024,1,1,3
12155,24,2024-01-04,4,293.47,wholesale,North,0.0,False,2024-01-04,1173.88,4,2024,1,1,3
12752,25,2024-01-04,1,78.71,online,Central,5.0,False,2024-01-04,74.77,1,2024,1,1,3
12753,25,2024-01-04,2,82.85,wholesale,East,0.0,False,2024-01-04,165.7,2,2024,1,1,3
13342,26,2024-01-04,5,69.11,online,East,0.0,False,2024-01-04,345.55,5,2024,1,1,3
13343,26,2024-01-04,6,55.29,wholesale,Central,20.0,False,2024-01-04,265.39,6,2024,1,1,3
13988,27,2024-01-04,4,32.45,retail,South,5.0,False,2024-01-04,123.31,4,2024,1,1,3
14608,28,2024-01-04,2,346.62,retail,East,0.0,False,2024-01-04,693.24,2,2024,1,1,3
15199,29,2024-01-04,2,186.57,retail,East,15.0,False,2024-01-04,317.17,2,2024,1,1,3
15651,30,2024-01-04,4,104.2,online,East,20.0,False,2024-01-04,333.44,4,2024,1,1,3
16036,31,2024-01-04,26,35.18,retail,East,0.0,False,2024-01-04,914.68,26,2024,1,1,3
16655,32,2024-01-04,1,516.69,online,North,0.0,False,2024-01-04,516.69,1,2024,1,1,3
17184,33,2024-01-04,1,380.1,retail,Central,5.0,False,2024-01-04,361.1,1,2024,1,1,3
17801,34,2024-01-04,2,252.9,online,South,10.0,False,2024-01-04,455.22,2,2024,1,1,3
18168,35,2024-01-04,10,31.15,wholesale,East,5.0,False,2024-01-04,295.92,10,2024,1,1,3
18169,35,2024-01-04,14,29.51,online,East,10.0,False,2024-01-04,371.83,14,2024,1,1,3
18769,36,2024-01-04,1,151.03,online,East,20.0,False,2024-01-04,120.82,1,2024,1,1,3
19141,37,2024-01-04,4,355.37,wholesale,East,5.0,False,2024-01-04,1350.41,4,2024,1,1,3
19519,38,2024-01-04,26,91.43,retail,North,0.0,False,2024-01-04,2377.18,26,2024,1,1,3
20129,39,2024-01-04,26,18.95,retail,West,0.0,False,2024-01-04,492.7,26,2024,1,1,3
20711,40,2024-01-04,3,338.86,retail,East,0.0,False,2024-01-04,1016.58,3,2024,1,1,3
5,1,2024-01-05,1,780.52,retail,North,10.0,False,2024-01-05,702.47,1,2024,1,1,4
390,2,2024-01-05,6,54.54,retail,East,15.0,False,2024-01-05,278.15,6,2024,1,1,4
1039,3,2024-01-05,3,33.07,online,South,0.0,False,2024-01-05,99.21,3,2024,1,1,4
1040,3,2024-01-05,1,33.07,retail,South,0.0,False,2024-01-05,33.07,1,2024,1,1,4
1041,3,2024-01-05,4,33.07,wholesale,South,0.0,False,2024-01-05,132.28,4,2024,1,1,4
1627,4,2024-01-05,2,587.7,retail,North,0.0,False,2024-01-05,1175.4,2,2024,1,1,4
1938,5,2024-01-05,1,493.84,retail,East,0.0,False,2024-01-05,493.84,1,2024,1,1,4
1939,5,2024-01-05,2,469.15,retail,West,5.0,False,2024-01-05,891.38,2,2024,1,1,4
1940,5,2024-01-05,5,493.84,online,South,0.0,False,2024-01-05,2469.2,5,2024,1,1,4
2498,6,2024-01-05,2,289.37,retail,North,0.0,False,2024-01-05,578.74,2,2024,1,1,4
2499,6,2024-01-05,3,289.37,online,West,0.0,False,2024-01-05,868.11,3,2024,1,1,4
3078,7,2024-01-05,5,22.33,retail,Central,0.0,False,2024-01-05,111.65,5,2024,1,1,4
3673,8,2024-01-05,3,120.78,wholesale,East,5.0,False,2024-01-05,344.22,3,2024,1,1,4
3674,8,2024-01-05,3,120.78,online,North,5.0,False,2024-01-05,344.22,3,2024,1,1,4
4279,9,2024-01-05,3,207.52,retail,North,15.0,False,2024-01-05,529.18,3,2024,1,1,4
4868,10,2024-01-05,1,102.69,wholesale,Central,5.0,False,2024-01-05,97.56,1,2024,1,1,4
5348,11,2024-01-05,6,9.03,online,North,0.0,False,2024-01-05,54.18,6,2024,1,1,4
5946,12,2024-01-05,3,384.17,retail,East,0.0,False,2024-01-05,1152.51,3,2024,1,1,4
6585,14,2024-01-05,3,111.82,wholesale,North,5.0,False,2024-01-05,318.69,3,2024,1,1,4
7176,15,2024-01-05,10,6.54,online,West,10.0,False,2024-01-05,58.86,10,2024,1,1,4
7177,15,2024-01-05,12,7.27,wholesale,Central,0.0,False,2024-01-05,87.24,12,2024,1,1,4
7778,16,2024-01-05,3,375.06,retail,South,15.0,False,2024-01-05,956.4,3,2024,1,1,4
7779,16,2024-01-05,10,441.25,online,East,0.0,False,2024-01-05,4412.5,10,2024,1,1,4
8345,17,2024-01-05,2,562.7,wholesale,North,0.0,False,2024-01-05,1125.4,2,2024,1,1,4
8843,18,2024-01-05,5,204.73,wholesale,South,5.0,False,2024-01-05,972.47,5,2024,1,1,4
9446,19,2024-01-05,7,34.37,online,East,15.0,False,2024-01-05,204.5,7,2024,1,1,4
10057,20,2024-01-05,2,140.74,wholesale,North,0.0,False,2024-01-05,281.48,2,2024,1,1,4
10489,21,2024-01-05,4,287.6,online,South,0.0,False,2024-01-05,1150.4,4,2024,1,1,4
10900,22,2024-01-05,3,33.1,wholesale,East,0.0,False,2024-01-05,99.3,3,2024,1,1,4
11516,23,2024-01-05,1,34.14,online,Central,0.0,False,2024-01-05,34.14,1,2024,1,1,4
12156,24,2024-01-05,4,264.12,retail,South,10.0,False,2024-01-05,950.83,4,2024,1,1,4
12157,24,2024-01-05,1,293.47,wholesale,West,0.0,False,2024-01-05,293.47,1,2024,1,1,4
12754,25,2024-01-05,1,82.85,wholesale,West,0.0,False,2024-01-05,82.85,1,2024,1,1,4
12755,25,2024-01-05,4,82.85,online,South,0.0,False,2024-01-05,331.4,4,2024,1,1,4
12756,25,2024-01-05,2,70.42,retail,West,15.0,False,2024-01-05,119.71,2,2024,1,1,4
13344,26,2024-01-05,4,69.11,retail,West,0.0,False,2024-01-05,276.44,4,2024,1,1,4
13989,27,2024-01-05,3,29.04,online,Central,15.0,False,2024-01-05,74.05,3,2024,1,1,4
13990,27,2024-01-05,14,29.04,online,West,15.0,False,2024-01-05,345.58,14,2024,1,1,4
13991,27,2024-01-05,26,29.04,retail,East,15.0,False,2024-01-05,641.78,26,2024,1,1,4
14609,28,2024-01-05,2,329.29,retail,South,5.0,False,2024-01-05,625.65,2,2024,1,1,4
14610,28,2024-01-05,4,329.29,online,North,5.0,False,2024-01-05,1251.3,4,2024,1,1,4
14611,28,2024-01-05,4,311.96,retail,East,10.0,False,2024-01-05,1123.06,4,2024,1,1,4
15200,29,2024-01-05,2,197.54,wholesale,West,10.0,False,2024-01-05,355.57,2,2024,1,1,4
15652,30,2024-01-05,2,130.25,online,West,0.0,False,2024-01-05,260.5,2,2024,1,1,4
16037,31,2024-01-05,26,35.18,retail,East,0.0,False,2024-01-05,914.68,26,2024,1,1,4
16656,32,2024-01-05,2,490.86,retail,Central,5.0,False,2024-01-05,932.63,2,2024,1,1,4
16657,32,2024-01-05,4,516.69,retail,North,0.0,False,2024-01-05,2066.76,4,2024,1,1,4
