sale_id,product_id,sale_date,quantity_sold,unit_price,channel,region,discount_pct,is_returned,created_at
2,1,2024-01-02,3,867.24,retail,Central,0.0,False,2024-01-02
387,2,2024-01-02,21,64.16,wholesale,Central,0.0,False,2024-01-02
1031,3,2024-01-02,4,33.07,online,North,0.0,False,2024-01-02
1032,3,2024-01-02,2,33.07,retail,North,0.0,False,2024-01-02
1033,3,2024-01-02,5,33.07,online,West,0.0,False,2024-01-02
1932,5,2024-01-02,2,444.46,retail,East,10.0,False,2024-01-02
1933,5,2024-01-02,4,493.84,retail,South,0.0,True,2024-01-02
1934,5,2024-01-02,2,493.84,retail,East,0.0,False,2024-01-02
2493,6,2024-01-02,2,245.96,retail,Central,15.0,False,2024-01-02
2494,6,2024-01-02,2,274.9,online,North,5.0,False,2024-01-02
3073,7,2024-01-02,7,21.21,retail,South,5.0,False,2024-01-02
3670,8,2024-01-02,8,127.14,online,East,0.0,False,2024-01-02
4273,9,2024-01-02,2,244.14,retail,Central,0.0,False,2024-01-02
4274,9,2024-01-02,4,244.14,online,Central,0.0,False,2024-01-02
4864,10,2024-01-02,3,86.48,online,Central,20.0,False,2024-01-02
5343,11,2024-01-02,13,9.03,online,Central,0.0,False,2024-01-02
5943,12,2024-01-02,1,326.54,wholesale,West,15.0,False,2024-01-02
6579,14,2024-01-02,2,117.71,online,West,0.0,False,2024-01-02
6580,14,2024-01-02,3,100.05,online,West,15.0,False,2024-01-02
7171,15,2024-01-02,9,7.27,retail,East,0.0,True,2024-01-02
7172,15,2024-01-02,7,7.27,retail,West,0.0,False,2024-01-02
7173,15,2024-01-02,34,7.27,retail,Central,0.0,False,2024-01-02
7775,16,2024-01-02,19,441.25,online,South,0.0,False,2024-01-02
8341,17,2024-01-02,3,562.7,online,East,0.0,False,2024-01-02
8837,18,2024-01-02,1,215.51,retail,North,0.0,False,2024-01-02
8838,18,2024-01-02,6,204.73,retail,South,5.0,False,2024-01-02
8839,18,2024-01-02,5,215.51,online,North,0.0,False,2024-01-02
9441,19,2024-01-02,9,34.37,retail,West,15.0,False,2024-01-02
9442,19,2024-01-02,5,40.43,wholesale,Central,0.0,False,2024-01-02
9443,19,2024-01-02,14,40.43,retail,Central,0.0,False,2024-01-02
10054,20,2024-01-02,2,112.59,online,Central,20.0,False,2024-01-02
10486,21,2024-01-02,1,287.6,retail,South,0.0,False,2024-01-02
10897,22,2024-01-02,31,31.45,online,East,5.0,False,2024-01-02
11510,23,2024-01-02,3,29.02,retail,Central,15.0,False,2024-01-02
11511,23,2024-01-02,4,27.31,online,North,20.0,False,2024-01-02
12150,24,2024-01-02,3,264.12,retail,West,10.0,False,2024-01-02
12151,24,2024-01-02,2,293.47,retail,West,0.0,False,2024-01-02
12152,24,2024-01-02,4,278.8,retail,West,5.0,False,2024-01-02
12748,25,2024-01-02,1,82.85,retail,South,0.0,False,2024-01-02
12749,25,2024-01-02,1,82.85,wholesale,West,0.0,False,2024-01-02
12750,25,2024-01-02,8,82.85,retail,West,0.0,False,2024-01-02
13339,26,2024-01-02,9,65.65,retail,East,5.0,False,2024-01-02
13340,26,2024-01-02,12,69.11,online,North,0.0,False,2024-01-02
13984,27,2024-01-02,18,32.45,retail,Central,5.0,False,2024-01-02
14604,28,2024-01-02,1,329.29,retail,South,5.0,False,2024-01-02
14605,28,2024-01-02,5,346.62,retail,North,0.0,False,2024-01-02
14606,28,2024-01-02,1,346.62,online,South,0.0,False,2024-01-02
15195,29,2024-01-02,1,175.59,wholesale,East,20.0,False,2024-01-02
15196,29,2024-01-02,3,219.49,retail,North,0.0,False,2024-01-02
15197,29,2024-01-02,3,208.52,retail,South,5.0,False,2024-01-02
15649,30,2024-01-02,3,130.25,online,West,0.0,False,2024-01-02
16033,31,2024-01-02,2,35.18,wholesale,North,0.0,False,2024-01-02
16034,31,2024-01-02,5,28.14,wholesale,Central,20.0,False,2024-01-02
16653,32,2024-01-02,2,439.19,retail,South,15.0,False,2024-01-02
17181,33,2024-01-02,1,340.09,retail,East,15.0,False,2024-01-02
17182,33,2024-01-02,6,380.1,retail,Central,5.0,False,2024-01-02
17799,34,2024-01-02,1,281.0,retail,East,0.0,False,2024-01-02
18162,35,2024-01-02,1,29.51,retail,East,10.0,False,2024-01-02
18163,35,2024-01-02,1,32.79,wholesale,East,0.0,False,2024-01-02
18164,35,2024-01-02,4,27.87,retail,West,15.0,False,2024-01-02
18766,36,2024-01-02,2,169.91,retail,West,10.0,False,2024-01-02
19139,37,2024-01-02,2,299.26,online,North,20.0,False,2024-01-02
19516,38,2024-01-02,8,91.43,retail,West,0.0,False,2024-01-02
20124,39,2024-01-02,10,18.95,retail,South,0.0,False,2024-01-02
20125,39,2024-01-02,7,17.05,retail,West,10.0,False,2024-01-02
20126,39,2024-01-02,35,17.05,online,North,10.0,False,2024-01-02
20707,40,2024-01-02,2,321.92,online,West,5.0,False,2024-01-02
20708,40,2024-01-02,5,321.92,wholesale,West,5.0,False,2024-01-02
20709,40,2024-01-02,2,338.86,online,Central,0.0,False,2024-01-02
3,1,2024-01-03,3,823.88,wholesale,North,5.0,False,2024-01-03
388,2,2024-01-03,4,60.95,online,Central,5.0,False,2024-01-03
1034,3,2024-01-03,7,28.11,retail,East,15.0,False,2024-01-03
1035,3,2024-01-03,15,33.07,online,Central,0.0,False,2024-01-03
1036,3,2024-01-03,7,29.76,wholesale,South,10.0,False,2024-01-03
1625,4,2024-01-03,2,587.7,retail,East,0.0,False,2024-01-03
1935,5,2024-01-03,1,444.46,wholesale,West,10.0,False,2024-01-03
1936,5,2024-01-03,5,469.15,retail,Central,5.0,False,2024-01-03
2495,6,2024-01-03,3,289.37,online,West,0.0,False,2024-01-03
3074,7,2024-01-03,5,18.98,online,West,15.0,False,2024-01-03
3075,7,2024-01-03,17,17.86,retail,East,20.0,False,2024-01-03
3671,8,2024-01-03,2,127.14,retail,West,0.0,False,2024-01-03
4275,9,2024-01-03,2,244.14,online,Central,0.0,False,2024-01-03
4276,9,2024-01-03,1,244.14,retail,Central,0.0,False,2024-01-03
4277,9,2024-01-03,1,231.93,online,West,5.0,False,2024-01-03
4865,10,2024-01-03,2,108.1,online,West,0.0,False,2024-01-03
5344,11,2024-01-03,12,9.03,online,Central,0.0,False,2024-01-03
5345,11,2024-01-03,25,9.03,online,Central,0.0,False,2024-01-03
5346,11,2024-01-03,1,8.13,retail,Central,10.0,False,2024-01-03
5944,12,2024-01-03,3,384.17,online,West,0.0,False,2024-01-03
6581,14,2024-01-03,4,111.82,retail,Central,5.0,False,2024-01-03
7174,15,2024-01-03,15,7.27,online,South,0.0,False,2024-01-03
7776,16,2024-01-03,1,441.25,online,West,0.0,False,2024-01-03
8342,17,2024-01-03,2,562.7,retail,North,0.0,False,2024-01-03
8840,18,2024-01-03,3,204.73,online,Central,5.0,False,2024-01-03
8841,18,2024-01-03,8,204.73,online,South,5.0,False,2024-01-03
9444,19,2024-01-03,26,36.39,retail,East,10.0,False,2024-01-03
10055,20,2024-01-03,2,133.7,online,West,5.0,False,2024-01-03
10487,21,2024-01-03,3,287.6,online,West,0.0,False,2024-01-03
10898,22,2024-01-03,15,29.79,retail,Central,10.0,False,2024-01-03
11512,23,2024-01-03,8,32.43,retail,Central,5.0,False,2024-01-03
11513,23,2024-01-03,38,34.14,retail,West,0.0,False,2024-01-03
11514,23,2024-01-03,4,30.73,retail,East,10.0,False,2024-01-03
12153,24,2024-01-03,9,264.12,retail,North,10.0,False,2024-01-03
12751,25,2024-01-03,9,78.71,retail,South,5.0,False,2024-01-03
13341,26,2024-01-03,4,69.11,retail,West,0.0,False,2024-01-03
13985,27,2024-01-03,9,34.16,online,West,0.0,False,2024-01-03
13986,27,2024-01-03,13,34.16,retail,West,0.0,False,2024-01-03
13987,27,2024-01-03,12,32.45,wholesale,East,5.0,False,2024-01-03
14607,28,2024-01-03,2,346.62,retail,East,0.0,False,2024-01-03
15198,29,2024-01-03,2,219.49,online,Central,0.0,False,2024-01-03
15650,30,2024-01-03,3,130.25,retail,East,0.0,False,2024-01-03
16035,31,2024-01-03,2,29.9,retail,East,15.0,True,2024-01-03
16654,32,2024-01-03,2,516.69,retail,Central,0.0,False,2024-01-03
17183,33,2024-01-03,17,400.11,wholesale,West,0.0,False,2024-01-03
17800,34,2024-01-03,1,252.9,online,North,10.0,False,2024-01-03
18165,35,2024-01-03,2,32.79,online,West,0.0,False,2024-01-03
18166,35,2024-01-03,7,31.15,retail,Central,5.0,False,2024-01-03
18167,35,2024-01-03,20,29.51,online,North,10.0,False,2024-01-03
18767,36,2024-01-03,1,179.35,online,West,5.0,True,2024-01-03
18768,36,2024-01-03,1,188.79,retail,South,0.0,False,2024-01-03
19140,37,2024-01-03,5,374.07,online,Central,0.0,False,2024-01-03
19517,38,2024-01-03,4,82.29,online,North,10.0,False,2024-01-03
19518,38,2024-01-03,10,91.43,retail,North,0.0,False,2024-01-03
20127,39,2024-01-03,10,18.95,online,Central,0.0,False,2024-01-03
20128,39,2024-01-03,22,18.95,retail,West,0.0,False,2024-01-03
20710,40,2024-01-03,4,321.92,online,South,5.0,True,2024-01-03
4,1,2024-01-04,1,780.52,online,North,10.0,False,2024-01-04
389,2,2024-01-04,12,64.16,online,West,0.0,False,2024-01-04
1037,3,2024-01-04,1,33.07,online,Central,0.0,False,2024-01-04
1038,3,2024-01-04,1,28.11,retail,West,15.0,False,2024-01-04
1626,4,2024-01-04,1,587.7,retail,South,0.0,False,2024-01-04
1937,5,2024-01-04,4,419.76,retail,North,15.0,False,2024-01-04
2496,6,2024-01-04,1,289.37,retail,South,0.0,False,2024-01-04
2497,6,2024-01-04,10,289.37,retail,West,0.0,False,2024-01-04
3076,7,2024-01-04,7,22.33,retail,West,0.0,False,2024-01-04
3077,7,2024-01-04,8,22.33,wholesale,West,0.0,False,2024-01-04
3672,8,2024-01-04,14,114.43,retail,West,10.0,False,2024-01-04
4278,9,2024-01-04,2,244.14,retail,East,0.0,False,2024-01-04
4866,10,2024-01-04,1,102.69,online,North,5.0,False,2024-01-04
4867,10,2024-01-04,1,97.29,online,North,10.0,False,2024-01-04
5347,11,2024-01-04,15,7.68,retail,East,15.0,False,2024-01-04
5945,12,2024-01-04,2,384.17,wholesale,Central,0.0,False,2024-01-04
6287,13,2024-01-04,2,647.79,retail,South,15.0,False,2024-01-04
6582,14,2024-01-04,1,117.71,retail,South,0.0,False,2024-01-04
6583,14,2024-01-04,3,117.71,online,Central,0.0,False,2024-01-04
6584,14,2024-01-04,4,117.71,wholesale,North,0.0,False,2024-01-04
7175,15,2024-01-04,5,6.18,online,South,15.0,False,2024-01-04
7777,16,2024-01-04,6,441.25,retail,South,0.0,False,2024-01-04
8343,17,2024-01-04,1,562.7,online,West,0.0,False,2024-01-04
8344,17,2024-01-04,3,562.7,retail,East,0.0,False,2024-01-04
8842,18,2024-01-04,5,215.51,wholesale,South,0.0,False,2024-01-04
9445,19,2024-01-04,7,40.43,retail,North,0.0,False,2024-01-04
10056,20,2024-01-04,2,140.74,online,North,0.0,False,2024-01-04
10488,21,2024-01-04,1,230.08,online,East,20.0,False,2024-01-04
10899,22,2024-01-04,3,33.1,online,North,0.0,False,2024-01-04
11515,23,2024-01-04,9,34.14,online,East,0.0,False,2024-01-04
12154,24,2024-01-04,4,264.12,retail,East,10.0,False,2024-01-04
12155,24,2024-01-04,4,293.47,wholesale,North,0.0,False,2024-01-04
12752,25,2024-01-04,1,78.71,online,Central,5.0,False,2024-01-04
12753,25,2024-01-04,2,82.85,wholesale,East,0.0,False,2024-01-04
13342,26,2024-01-04,5,69.11,online,East,0.0,False,2024-01-04
13343,26,2024-01-04,6,55.29,wholesale,Central,20.0,False,2024-01-04
13988,27,2024-01-04,4,32.45,retail,South,5.0,False,2024-01-04
14608,28,2024-01-04,2,346.62,retail,East,0.0,False,2024-01-04
15199,29,2024-01-04,2,186.57,retail,East,15.0,False,2024-01-04
15651,30,2024-01-04,4,104.2,online,East,20.0,False,2024-01-04
16036,31,2024-01-04,47,35.18,retail,East,0.0,False,2024-01-04
16655,32,2024-01-04,1,516.69,online,North,0.0,False,2024-01-04
17184,33,2024-01-04,1,380.1,retail,Central,5.0,False,2024-01-04
17801,34,2024-01-04,2,252.9,online,South,10.0,False,2024-01-04
18168,35,2024-01-04,10,31.15,wholesale,East,5.0,False,2024-01-04
18169,35,2024-01-04,14,29.51,online,East,10.0,False,2024-01-04
18769,36,2024-01-04,1,151.03,online,East,20.0,False,2024-01-04
19141,37,2024-01-04,4,355.37,wholesale,East,5.0,False,2024-01-04
19519,38,2024-01-04,43,91.43,retail,North,0.0,False,2024-01-04
20129,39,2024-01-04,104,18.95,retail,West,0.0,False,2024-01-04
20711,40,2024-01-04,3,338.86,retail,East,0.0,False,2024-01-04
5,1,2024-01-05,1,780.52,retail,North,10.0,False,2024-01-05
390,2,2024-01-05,6,54.54,retail,East,15.0,False,2024-01-05
1039,3,2024-01-05,3,33.07,online,South,0.0,False,2024-01-05
1040,3,2024-01-05,1,33.07,retail,South,0.0,False,2024-01-05
1041,3,2024-01-05,4,33.07,wholesale,South,0.0,False,2024-01-05
1627,4,2024-01-05,2,587.7,retail,North,0.0,False,2024-01-05
1938,5,2024-01-05,1,493.84,retail,East,0.0,False,2024-01-05
1939,5,2024-01-05,2,469.15,retail,West,5.0,False,2024-01-05
1940,5,2024-01-05,5,493.84,online,South,0.0,False,2024-01-05
2498,6,2024-01-05,2,289.37,retail,North,0.0,False,2024-01-05
2499,6,2024-01-05,3,289.37,online,West,0.0,False,2024-01-05
3078,7,2024-01-05,5,22.33,retail,Central,0.0,False,2024-01-05
3673,8,2024-01-05,3,120.78,wholesale,East,5.0,False,2024-01-05
3674,8,2024-01-05,3,120.78,online,North,5.0,False,2024-01-05
4279,9,2024-01-05,3,207.52,retail,North,15.0,False,2024-01-05
4868,10,2024-01-05,1,102.69,wholesale,Central,5.0,False,2024-01-05
5348,11,2024-01-05,6,9.03,online,North,0.0,False,2024-01-05
5946,12,2024-01-05,3,384.17,retail,East,0.0,False,2024-01-05
6585,14,2024-01-05,3,111.82,wholesale,North,5.0,False,2024-01-05
7176,15,2024-01-05,10,6.54,online,West,10.0,False,2024-01-05
7177,15,2024-01-05,12,7.27,wholesale,Central,0.0,False,2024-01-05
7778,16,2024-01-05,3,375.06,retail,South,15.0,False,2024-01-05
7779,16,2024-01-05,10,441.25,online,East,0.0,False,2024-01-05
8345,17,2024-01-05,2,562.7,wholesale,North,0.0,False,2024-01-05
8843,18,2024-01-05,5,204.73,wholesale,South,5.0,False,2024-01-05
9446,19,2024-01-05,7,34.37,online,East,15.0,False,2024-01-05
10057,20,2024-01-05,2,140.74,wholesale,North,0.0,False,2024-01-05
10489,21,2024-01-05,4,287.6,online,South,0.0,False,2024-01-05
10900,22,2024-01-05,3,33.1,wholesale,East,0.0,False,2024-01-05
11516,23,2024-01-05,1,34.14,online,Central,0.0,False,2024-01-05
12156,24,2024-01-05,4,264.12,retail,South,10.0,False,2024-01-05
12157,24,2024-01-05,1,293.47,wholesale,West,0.0,False,2024-01-05
12754,25,2024-01-05,1,82.85,wholesale,West,0.0,False,2024-01-05
12755,25,2024-01-05,4,82.85,online,South,0.0,False,2024-01-05
12756,25,2024-01-05,2,70.42,retail,West,15.0,False,2024-01-05
13344,26,2024-01-05,4,69.11,retail,West,0.0,False,2024-01-05
13989,27,2024-01-05,3,29.04,online,Central,15.0,False,2024-01-05
13990,27,2024-01-05,14,29.04,online,West,15.0,False,2024-01-05
13991,27,2024-01-05,27,29.04,retail,East,15.0,False,2024-01-05
14609,28,2024-01-05,2,329.29,retail,South,5.0,False,2024-01-05
14610,28,2024-01-05,4,329.29,online,North,5.0,False,2024-01-05
14611,28,2024-01-05,4,311.96,retail,East,10.0,False,2024-01-05
15200,29,2024-01-05,2,197.54,wholesale,West,10.0,False,2024-01-05
15652,30,2024-01-05,2,130.25,online,West,0.0,False,2024-01-05
16037,31,2024-01-05,31,35.18,retail,East,0.0,False,2024-01-05
16656,32,2024-01-05,2,490.86,retail,Central,5.0,False,2024-01-05
16657,32,2024-01-05,4,516.69,retail,North,0.0,False,2024-01-05
17185,33,2024-01-05,9,400.11,online,West,0.0,False,2024-01-05
17802,34,2024-01-05,1,266.95,retail,North,5.0,False,2024-01-05
18170,35,2024-01-05,17,31.15,online,Central,5.0,False,2024-01-05
18770,36,2024-01-05,2,188.79,retail,North,0.0,False,2024-01-05
19142,37,2024-01-05,4,374.07,wholesale,Central,0.0,False,2024-01-05
19520,38,2024-01-05,3,86.86,retail,Central,5.0,False,2024-01-05
19521,38,2024-01-05,7,86.86,retail,West,5.0,False,2024-01-05
20130,39,2024-01-05,10,18.0,retail,East,5.0,False,2024-01-05
20712,40,2024-01-05,2,338.86,online,North,0.0,False,2024-01-05
6,1,2024-01-06,3,867.24,online,North,0.0,False,2024-01-06
391,2,2024-01-06,24,64.16,retail,Central,0.0,True,2024-01-06
1042,3,2024-01-06,2,29.76,retail,North,10.0,False,2024-01-06
1043,3,2024-01-06,4,33.07,online,East,0.0,False,2024-01-06
1044,3,2024-01-06,4,33.07,online,Central,0.0,False,2024-01-06
1941,5,2024-01-06,1,395.07,retail,East,20.0,False,2024-01-06
2500,6,2024-01-06,3,289.37,retail,Central,0.0,False,2024-01-06
3079,7,2024-01-06,22,22.33,retail,Central,0.0,False,2024-01-06
3675,8,2024-01-06,1,127.14,wholesale,Central,0.0,False,2024-01-06
3676,8,2024-01-06,3,120.78,online,West,5.0,False,2024-01-06
3677,8,2024-01-06,3,127.14,online,West,0.0,False,2024-01-06
4869,10,2024-01-06,1,108.1,retail,West,0.0,False,2024-01-06
5349,11,2024-01-06,1,7.68,retail,West,15.0,False,2024-01-06
5350,11,2024-01-06,6,9.03,online,West,0.0,False,2024-01-06
5351,11,2024-01-06,4,9.03,retail,North,0.0,False,2024-01-06
5947,12,2024-01-06,1,307.34,online,West,20.0,False,2024-01-06
6288,13,2024-01-06,3,685.9,wholesale,Central,10.0,False,2024-01-06
6586,14,2024-01-06,2,100.05,retail,South,15.0,False,2024-01-06
7178,15,2024-01-06,7,6.91,wholesale,South,5.0,False,2024-01-06
7179,15,2024-01-06,6,7.27,retail,East,0.0,False,2024-01-06
7780,16,2024-01-06,1,397.12,online,South,10.0,False,2024-01-06
8346,17,2024-01-06,4,562.7,retail,South,0.0,False,2024-01-06
8844,18,2024-01-06,2,204.73,online,South,5.0,False,2024-01-06
8845,18,2024-01-06,6,215.51,online,West,0.0,False,2024-01-06
8846,18,2024-01-06,1,204.73,retail,Central,5.0,False,2024-01-06
9447,19,2024-01-06,1,36.39,retail,East,10.0,False,2024-01-06
9448,19,2024-01-06,4,38.41,retail,East,5.0,False,2024-01-06
9449,19,2024-01-06,1,40.43,wholesale,Central,0.0,False,2024-01-06
10058,20,2024-01-06,2,119.63,online,North,15.0,False,2024-01-06
10490,21,2024-01-06,3,273.22,retail,West,5.0,False,2024-01-06
10901,22,2024-01-06,6,33.1,online,North,0.0,False,2024-01-06
10902,22,2024-01-06,5,28.14,online,East,15.0,False,2024-01-06
11517,23,2024-01-06,7,34.14,retail,East,0.0,False,2024-01-06
12158,24,2024-01-06,2,293.47,online,Central,0.0,False,2024-01-06
12159,24,2024-01-06,8,293.47,retail,West,0.0,False,2024-01-06
12757,25,2024-01-06,1,82.85,online,Central,0.0,False,2024-01-06
12758,25,2024-01-06,3,82.85,retail,West,0.0,False,2024-01-06
12759,25,2024-01-06,4,78.71,wholesale,South,5.0,False,2024-01-06
13345,26,2024-01-06,5,69.11,retail,Central,0.0,False,2024-01-06
13992,27,2024-01-06,2,30.74,online,West,10.0,False,2024-01-06
14612,28,2024-01-06,3,346.62,retail,West,0.0,True,2024-01-06
15201,29,2024-01-06,1,219.49,retail,North,0.0,False,2024-01-06
15653,30,2024-01-06,1,130.25,online,South,0.0,False,2024-01-06
16038,31,2024-01-06,5,35.18,online,West,0.0,False,2024-01-06
16658,32,2024-01-06,1,516.69,retail,Central,0.0,False,2024-01-06
17186,33,2024-01-06,1,380.1,wholesale,North,5.0,False,2024-01-06
17803,34,2024-01-06,1,266.95,retail,South,5.0,False,2024-01-06
18171,35,2024-01-06,1,32.79,retail,East,0.0,False,2024-01-06
18172,35,2024-01-06,7,32.79,wholesale,South,0.0,False,2024-01-06
18173,35,2024-01-06,4,32.79,retail,North,0.0,False,2024-01-06
18771,36,2024-01-06,1,188.79,retail,West,0.0,True,2024-01-06
19143,37,2024-01-06,3,374.07,online,South,0.0,False,2024-01-06
20131,39,2024-01-06,73,18.0,wholesale,South,5.0,False,2024-01-06
20713,40,2024-01-06,4,338.86,wholesale,North,0.0,False,2024-01-06
7,1,2024-01-07,1,823.88,online,East,5.0,False,2024-01-07
392,2,2024-01-07,2,60.95,retail,Central,5.0,False,2024-01-07
1045,3,2024-01-07,1,33.07,online,Central,0.0,False,2024-01-07
1046,3,2024-01-07,4,33.07,online,West,0.0,False,2024-01-07
1628,4,2024-01-07,1,558.32,online,West,5.0,True,2024-01-07
1942,5,2024-01-07,2,493.84,wholesale,East,0.0,False,2024-01-07
2501,6,2024-01-07,1,260.43,retail,North,10.0,False,2024-01-07
3080,7,2024-01-07,5,22.33,online,Central,0.0,False,2024-01-07
3081,7,2024-01-07,16,22.33,retail,West,0.0,False,2024-01-07
3678,8,2024-01-07,7,114.43,retail,East,10.0,False,2024-01-07
4870,10,2024-01-07,2,91.88,online,North,15.0,False,2024-01-07
5352,11,2024-01-07,5,8.13,retail,North,10.0,False,2024-01-07
6289,13,2024-01-07,1,762.11,retail,South,0.0,False,2024-01-07
6587,14,2024-01-07,2,117.71,retail,North,0.0,False,2024-01-07
7180,15,2024-01-07,29,6.54,retail,West,10.0,False,2024-01-07
7781,16,2024-01-07,2,419.19,online,South,5.0,False,2024-01-07
7782,16,2024-01-07,7,441.25,retail,West,0.0,False,2024-01-07
8347,17,2024-01-07,4,562.7,retail,West,0.0,False,2024-01-07
8847,18,2024-01-07,1,215.51,online,East,0.0,False,2024-01-07
9450,19,2024-01-07,2,40.43,retail,West,0.0,False,2024-01-07
10059,20,2024-01-07,1,126.67,retail,North,10.0,False,2024-01-07
10491,21,2024-01-07,1,273.22,retail,North,5.0,False,2024-01-07
10903,22,2024-01-07,7,33.1,online,Central,0.0,False,2024-01-07
10904,22,2024-01-07,2,33.1,retail,North,0.0,False,2024-01-07
11518,23,2024-01-07,1,32.43,retail,Central,5.0,False,2024-01-07
11519,23,2024-01-07,10,32.43,online,Central,5.0,False,2024-01-07
11520,23,2024-01-07,2,34.14,retail,North,0.0,False,2024-01-07
12160,24,2024-01-07,4,293.47,online,North,0.0,False,2024-01-07
12760,25,2024-01-07,2,82.85,online,Central,0.0,False,2024-01-07
13346,26,2024-01-07,3,58.74,retail,East,15.0,False,2024-01-07
13993,27,2024-01-07,7,32.45,retail,Central,5.0,False,2024-01-07
14613,28,2024-01-07,3,346.62,wholesale,North,0.0,False,2024-01-07
15202,29,2024-01-07,1,208.52,online,West,5.0,False,2024-01-07
15654,30,2024-01-07,2,130.25,online,South,0.0,False,2024-01-07
16039,31,2024-01-07,3,35.18,retail,South,0.0,False,2024-01-07
16040,31,2024-01-07,5,31.66,online,East,10.0,True,2024-01-07
16041,31,2024-01-07,3,35.18,retail,East,0.0,False,2024-01-07
16659,32,2024-01-07,2,516.69,online,East,0.0,False,2024-01-07
17187,33,2024-01-07,6,400.11,retail,North,0.0,False,2024-01-07
17804,34,2024-01-07,1,281.0,online,East,0.0,False,2024-01-07
18174,35,2024-01-07,1,31.15,online,North,5.0,False,2024-01-07
18175,35,2024-01-07,8,27.87,retail,Central,15.0,False,2024-01-07
18176,35,2024-01-07,15,31.15,wholesale,Central,5.0,False,2024-01-07
18772,36,2024-01-07,1,188.79,retail,Central,0.0,False,2024-01-07
19144,37,2024-01-07,3,374.07,retail,East,0.0,False,2024-01-07
19522,38,2024-01-07,2,91.43,online,Central,0.0,False,2024-01-07
19523,38,2024-01-07,3,82.29,retail,West,10.0,False,2024-01-07
20132,39,2024-01-07,12,18.95,retail,North,0.0,False,2024-01-07
20133,39,2024-01-07,35,18.0,wholesale,North,5.0,False,2024-01-07
20714,40,2024-01-07,4,338.86,retail,West,0.0,False,2024-01-07
8,1,2024-01-08,1,867.24,retail,East,0.0,False,2024-01-08
393,2,2024-01-08,17,64.16,retail,South,0.0,False,2024-01-08
