inventory_id,product_id,snapshot_date,warehouse_id,quantity_on_hand,quantity_reserved,reorder_triggered,unit_cost_snapshot,created_at
131,1,2024-05-10,WH-002,170,2,False,619.77,2024-05-10
132,1,2024-05-11,WH-002,170,12,False,649.2,2024-05-11
133,1,2024-05-12,WH-002,170,12,False,618.9,2024-05-12
134,1,2024-05-13,WH-002,170,24,False,626.74,2024-05-13
135,1,2024-05-14,WH-002,170,41,False,627.11,2024-05-14
136,1,2024-05-15,WH-002,170,11,False,630.81,2024-05-15
137,1,2024-05-16,WH-002,170,25,False,621.57,2024-05-16
138,1,2024-05-17,WH-002,170,25,False,617.52,2024-05-17
139,1,2024-05-18,WH-002,170,1,False,634.88,2024-05-18
140,1,2024-05-19,WH-002,169,22,False,616.83,2024-05-19
141,1,2024-05-20,WH-002,168,28,False,647.69,2024-05-20
142,1,2024-05-21,WH-002,164,21,False,623.33,2024-05-21
143,1,2024-05-22,WH-002,161,21,False,629.06,2024-05-22
144,1,2024-05-23,WH-002,158,5,False,628.48,2024-05-23
145,1,2024-05-24,WH-002,153,35,False,621.32,2024-05-24
146,1,2024-05-25,WH-002,151,18,False,637.71,2024-05-25
147,1,2024-05-26,WH-002,149,27,False,642.18,2024-05-26
148,1,2024-05-27,WH-002,147,7,False,615.34,2024-05-27
149,1,2024-05-28,WH-002,145,13,False,618.44,2024-05-28
150,1,2024-05-29,WH-002,143,35,False,647.12,2024-05-29
151,1,2024-05-30,WH-002,141,33,False,626.79,2024-05-30
152,1,2024-05-31,WH-002,139,13,False,644.42,2024-05-31
153,1,2024-06-01,WH-002,137,10,False,621.07,2024-06-01
154,1,2024-06-02,WH-002,136,0,False,614.68,2024-06-02
155,1,2024-06-03,WH-002,133,25,False,635.11,2024-06-03
156,1,2024-06-04,WH-002,128,32,False,629.66,2024-06-04
157,1,2024-06-05,WH-002,124,14,False,644.42,2024-06-05
158,1,2024-06-06,WH-002,121,12,False,612.4,2024-06-06
159,1,2024-06-07,WH-002,118,28,False,628.11,2024-06-07
160,1,2024-06-08,WH-002,115,12,False,614.69,2024-06-08
161,1,2024-06-09,WH-002,114,8,False,637.93,2024-06-09
162,1,2024-06-10,WH-002,113,15,False,636.93,2024-06-10
163,1,2024-06-11,WH-002,112,19,False,624.4,2024-06-11
164,1,2024-06-12,WH-002,110,22,False,646.57,2024-06-12
165,1,2024-06-13,WH-002,109,24,False,622.26,2024-06-13
166,1,2024-06-14,WH-002,108,27,False,645.3,2024-06-14
167,1,2024-06-15,WH-002,107,26,False,635.99,2024-06-15
168,1,2024-06-16,WH-002,105,14,False,648.99,2024-06-16
169,1,2024-06-17,WH-002,102,2,False,644.78,2024-06-17
170,1,2024-06-18,WH-002,101,5,False,633.83,2024-06-18
171,1,2024-06-19,WH-002,99,16,False,643.92,2024-06-19
172,1,2024-06-20,WH-002,96,21,False,614.96,2024-06-20
173,1,2024-06-21,WH-002,95,10,False,634.4,2024-06-21
174,1,2024-06-22,WH-002,94,9,False,613.0,2024-06-22
175,1,2024-06-23,WH-002,93,23,False,630.1,2024-06-23
176,1,2024-06-24,WH-002,91,3,False,629.13,2024-06-24
177,1,2024-06-25,WH-002,90,8,False,636.55,2024-06-25
178,1,2024-06-26,WH-002,86,14,False,645.49,2024-06-26
179,1,2024-06-27,WH-002,80,6,False,623.85,2024-06-27
180,1,2024-06-28,WH-002,78,15,False,615.27,2024-06-28
181,1,2024-06-29,WH-002,76,8,False,614.2,2024-06-29
182,1,2024-06-30,WH-002,75,8,False,644.57,2024-06-30
183,1,2024-07-01,WH-002,74,9,False,644.14,2024-07-01
184,1,2024-07-02,WH-002,71,2,True,627.6,2024-07-02
185,1,2024-07-03,WH-002,69,0,False,638.34,2024-07-03
186,1,2024-07-04,WH-002,67,6,False,613.57,2024-07-04
187,1,2024-07-05,WH-002,65,9,False,627.78,2024-07-05
188,1,2024-07-06,WH-002,63,0,False,642.64,2024-07-06
189,1,2024-07-07,WH-002,62,7,False,635.7,2024-07-07
190,1,2024-07-08,WH-002,61,14,False,637.62,2024-07-08
191,1,2024-07-09,WH-002,60,8,False,633.6,2024-07-09
192,1,2024-07-10,WH-002,56,1,False,649.2,2024-07-10
193,1,2024-07-11,WH-002,52,7,False,614.84,2024-07-11
194,1,2024-07-12,WH-002,47,11,False,628.97,2024-07-12
195,1,2024-07-13,WH-002,46,10,False,632.0,2024-07-13
196,1,2024-07-14,WH-002,44,9,False,629.4,2024-07-14
197,1,2024-07-15,WH-002,42,7,False,628.08,2024-07-15
198,1,2024-07-16,WH-002,40,8,False,632.1,2024-07-16
199,1,2024-07-17,WH-002,37,8,False,648.67,2024-07-17
200,1,2024-07-18,WH-002,32,4,False,632.64,2024-07-18
201,1,2024-07-19,WH-002,28,7,False,643.3,2024-07-19
202,1,2024-07-20,WH-002,27,6,False,628.13,2024-07-20
203,1,2024-07-21,WH-002,25,4,False,621.23,2024-07-21
204,1,2024-07-22,WH-002,24,6,False,628.28,2024-07-22
205,1,2024-07-23,WH-002,22,5,False,630.41,2024-07-23
206,1,2024-07-24,WH-002,161,38,False,612.01,2024-07-24
207,1,2024-07-25,WH-002,159,5,False,624.26,2024-07-25
208,1,2024-07-26,WH-002,158,24,False,633.16,2024-07-26
209,1,2024-07-27,WH-002,155,12,False,636.44,2024-07-27
210,1,2024-07-28,WH-002,154,21,False,636.29,2024-07-28
211,1,2024-07-29,WH-002,152,4,False,629.69,2024-07-29
212,1,2024-07-30,WH-002,151,33,False,638.83,2024-07-30
213,1,2024-07-31,WH-002,146,8,False,647.1,2024-07-31
214,1,2024-08-01,WH-002,143,26,False,640.25,2024-08-01
215,1,2024-08-02,WH-002,139,16,False,649.38,2024-08-02
216,1,2024-08-03,WH-002,137,28,False,627.87,2024-08-03
217,1,2024-08-04,WH-002,136,33,False,611.77,2024-08-04
218,1,2024-08-05,WH-002,130,12,False,633.0,2024-08-05
219,1,2024-08-06,WH-002,129,13,False,645.4,2024-08-06
220,1,2024-08-07,WH-002,128,10,False,643.47,2024-08-07
221,1,2024-08-08,WH-002,124,27,False,615.6,2024-08-08
222,1,2024-08-09,WH-002,122,12,False,637.54,2024-08-09
223,1,2024-08-10,WH-002,121,22,False,638.54,2024-08-10
224,1,2024-08-11,WH-002,117,25,False,642.8,2024-08-11
225,1,2024-08-12,WH-002,114,7,False,622.07,2024-08-12
226,1,2024-08-13,WH-002,114,7,False,648.73,2024-08-13
227,1,2024-08-14,WH-002,114,5,False,643.52,2024-08-14
228,1,2024-08-15,WH-002,114,15,False,629.01,2024-08-15
229,1,2024-08-16,WH-002,114,13,False,616.29,2024-08-16
230,1,2024-08-17,WH-002,114,18,False,632.76,2024-08-17
231,1,2024-08-18,WH-002,113,24,False,628.87,2024-08-18
232,1,2024-08-19,WH-002,110,11,False,622.88,2024-08-19
233,1,2024-08-20,WH-002,109,15,False,630.74,2024-08-20
234,1,2024-08-21,WH-002,107,9,False,643.84,2024-08-21
235,1,2024-08-22,WH-002,106,6,False,617.73,2024-08-22
236,1,2024-08-23,WH-002,100,11,False,635.0,2024-08-23
237,1,2024-08-24,WH-002,96,15,False,622.46,2024-08-24
238,1,2024-08-25,WH-002,95,8,False,636.98,2024-08-25
239,1,2024-08-26,WH-002,93,23,False,633.96,2024-08-26
240,1,2024-08-27,WH-002,85,20,False,640.77,2024-08-27
241,1,2024-08-28,WH-002,84,16,False,611.68,2024-08-28
242,1,2024-08-29,WH-002,83,3,False,642.64,2024-08-29
243,1,2024-08-30,WH-002,80,10,False,614.63,2024-08-30
244,1,2024-08-31,WH-002,79,0,False,643.54,2024-08-31
245,1,2024-09-01,WH-002,77,10,False,639.54,2024-09-01
246,1,2024-09-02,WH-002,75,5,False,620.5,2024-09-02
247,1,2024-09-03,WH-002,72,8,False,613.99,2024-09-03
248,1,2024-09-04,WH-002,70,3,True,633.44,2024-09-04
249,1,2024-09-05,WH-002,68,17,False,646.01,2024-09-05
250,1,2024-09-06,WH-002,66,7,False,619.71,2024-09-06
251,1,2024-09-07,WH-002,65,8,False,613.06,2024-09-07
252,1,2024-09-08,WH-002,64,9,False,630.41,2024-09-08
253,1,2024-09-09,WH-002,61,11,False,645.08,2024-09-09
254,1,2024-09-10,WH-002,58,0,False,644.77,2024-09-10
255,1,2024-09-11,WH-002,54,2,False,641.46,2024-09-11
256,1,2024-09-12,WH-002,50,7,False,642.77,2024-09-12
257,1,2024-09-13,WH-002,48,12,False,626.76,2024-09-13
258,1,2024-09-14,WH-002,45,7,False,635.91,2024-09-14
259,1,2024-09-15,WH-002,185,37,False,646.52,2024-09-15
260,1,2024-09-16,WH-002,182,12,False,628.9,2024-09-16
261,1,2024-09-17,WH-002,179,34,False,646.81,2024-09-17
262,1,2024-09-18,WH-002,177,40,False,621.43,2024-09-18
263,1,2024-09-19,WH-002,172,23,False,612.76,2024-09-19
264,1,2024-09-20,WH-002,171,27,False,647.03,2024-09-20
265,1,2024-09-21,WH-002,170,16,False,643.14,2024-09-21
266,1,2024-09-22,WH-002,169,20,False,613.75,2024-09-22
267,1,2024-09-23,WH-002,165,21,False,635.75,2024-09-23
268,1,2024-09-24,WH-002,159,15,False,618.65,2024-09-24
269,1,2024-09-25,WH-002,156,34,False,627.03,2024-09-25
270,1,2024-09-26,WH-002,155,1,False,627.9,2024-09-26
271,1,2024-09-27,WH-002,153,37,False,641.41,2024-09-27
272,1,2024-09-28,WH-002,150,23,False,630.8,2024-09-28
273,1,2024-09-29,WH-002,147,6,False,622.32,2024-09-29
274,1,2024-09-30,WH-002,146,9,False,642.52,2024-09-30
275,1,2024-10-01,WH-002,142,7,False,649.36,2024-10-01
276,1,2024-10-02,WH-002,138,33,False,625.84,2024-10-02
277,1,2024-10-03,WH-002,137,18,False,643.05,2024-10-03
278,1,2024-10-04,WH-002,132,30,False,630.61,2024-10-04
279,1,2024-10-05,WH-002,130,18,False,617.62,2024-10-05
280,1,2024-10-06,WH-002,129,7,False,642.69,2024-10-06
281,1,2024-10-07,WH-002,127,14,False,627.29,2024-10-07
282,1,2024-10-08,WH-002,124,2,False,613.87,2024-10-08
283,1,2024-10-09,WH-002,118,5,False,640.21,2024-10-09
284,1,2024-10-10,WH-002,117,13,False,623.12,2024-10-10
285,1,2024-10-11,WH-002,116,18,False,626.28,2024-10-11
286,1,2024-10-12,WH-002,112,26,False,622.9,2024-10-12
287,1,2024-10-13,WH-002,109,9,False,612.86,2024-10-13
288,1,2024-10-14,WH-002,105,11,False,644.08,2024-10-14
289,1,2024-10-15,WH-002,100,11,False,648.57,2024-10-15
290,1,2024-10-16,WH-002,95,16,False,618.14,2024-10-16
291,1,2024-10-17,WH-002,90,2,False,627.6,2024-10-17
292,1,2024-10-18,WH-002,87,15,False,635.09,2024-10-18
293,1,2024-10-19,WH-002,86,2,False,637.88,2024-10-19
294,1,2024-10-20,WH-002,84,12,False,646.83,2024-10-20
295,1,2024-10-21,WH-002,80,14,False,617.51,2024-10-21
296,1,2024-10-22,WH-002,75,16,False,634.98,2024-10-22
297,1,2024-10-23,WH-002,73,14,False,639.87,2024-10-23
298,1,2024-10-24,WH-002,68,14,True,635.58,2024-10-24
299,1,2024-10-25,WH-002,67,3,False,622.09,2024-10-25
300,1,2024-10-26,WH-002,66,11,False,649.36,2024-10-26
301,1,2024-10-27,WH-002,64,14,False,643.7,2024-10-27
302,1,2024-10-28,WH-002,60,15,False,645.74,2024-10-28
303,1,2024-10-29,WH-002,55,10,False,644.79,2024-10-29
304,1,2024-10-30,WH-002,50,12,False,632.66,2024-10-30
305,1,2024-10-31,WH-002,46,9,False,646.45,2024-10-31
306,1,2024-11-01,WH-002,44,3,False,630.33,2024-11-01
307,1,2024-11-02,WH-002,43,2,False,621.1,2024-11-02
308,1,2024-11-03,WH-002,41,1,False,640.33,2024-11-03
309,1,2024-11-04,WH-002,177,18,False,627.91,2024-11-04
310,1,2024-11-05,WH-002,172,20,False,616.54,2024-11-05
311,1,2024-11-06,WH-002,169,3,False,618.46,2024-11-06
312,1,2024-11-07,WH-002,166,33,False,619.7,2024-11-07
313,1,2024-11-08,WH-002,163,13,False,631.25,2024-11-08
314,1,2024-11-09,WH-002,162,13,False,627.3,2024-11-09
315,1,2024-11-10,WH-002,157,10,False,632.41,2024-11-10
316,1,2024-11-11,WH-002,155,23,False,632.0,2024-11-11
317,1,2024-11-12,WH-002,153,36,False,633.37,2024-11-12
318,1,2024-11-13,WH-002,150,6,False,640.56,2024-11-13
319,1,2024-11-14,WH-002,147,19,False,616.75,2024-11-14
320,1,2024-11-15,WH-002,137,15,False,615.4,2024-11-15
321,1,2024-11-16,WH-002,134,31,False,628.67,2024-11-16
322,1,2024-11-17,WH-002,133,9,False,629.72,2024-11-17
323,1,2024-11-18,WH-002,131,22,False,612.59,2024-11-18
324,1,2024-11-19,WH-002,129,1,False,631.21,2024-11-19
325,1,2024-11-20,WH-002,126,17,False,630.51,2024-11-20
326,1,2024-11-21,WH-002,124,30,False,627.04,2024-11-21
327,1,2024-11-22,WH-002,123,2,False,612.17,2024-11-22
328,1,2024-11-23,WH-002,122,19,False,634.07,2024-11-23
329,1,2024-11-24,WH-002,118,5,False,621.26,2024-11-24
330,1,2024-11-25,WH-002,112,22,False,631.21,2024-11-25
331,1,2024-11-26,WH-002,111,2,False,621.61,2024-11-26
332,1,2024-11-27,WH-002,110,0,False,613.92,2024-11-27
333,1,2024-11-28,WH-002,106,8,False,629.86,2024-11-28
334,1,2024-11-29,WH-002,105,23,False,623.55,2024-11-29
335,1,2024-11-30,WH-002,102,17,False,628.84,2024-11-30
336,1,2024-12-01,WH-002,97,13,False,631.89,2024-12-01
337,1,2024-12-02,WH-002,92,5,False,622.95,2024-12-02
338,1,2024-12-03,WH-002,87,20,False,619.99,2024-12-03
339,1,2024-12-04,WH-002,81,17,False,632.96,2024-12-04
340,1,2024-12-05,WH-002,77,5,False,612.95,2024-12-05
341,1,2024-12-06,WH-002,70,3,True,638.42,2024-12-06
342,1,2024-12-07,WH-002,69,13,False,614.05,2024-12-07
343,1,2024-12-08,WH-002,65,0,False,648.82,2024-12-08
344,1,2024-12-09,WH-002,58,0,False,614.67,2024-12-09
345,1,2024-12-10,WH-002,56,10,False,618.09,2024-12-10
346,1,2024-12-11,WH-002,46,7,False,626.8,2024-12-11
347,1,2024-12-12,WH-002,43,5,False,644.62,2024-12-12
348,1,2024-12-13,WH-002,41,3,False,648.71,2024-12-13
349,1,2024-12-14,WH-002,38,6,False,622.09,2024-12-14
350,1,2024-12-15,WH-002,36,3,False,636.59,2024-12-15
351,1,2024-12-16,WH-002,34,2,False,645.32,2024-12-16
352,1,2024-12-17,WH-002,171,31,False,630.91,2024-12-17
353,1,2024-12-18,WH-002,169,37,False,625.17,2024-12-18
354,1,2024-12-19,WH-002,165,18,False,638.67,2024-12-19
355,1,2024-12-20,WH-002,157,5,False,636.23,2024-12-20
356,1,2024-12-21,WH-002,156,3,False,617.16,2024-12-21
357,1,2024-12-22,WH-002,154,26,False,631.93,2024-12-22
358,1,2024-12-23,WH-002,153,24,False,638.84,2024-12-23
359,1,2024-12-24,WH-002,145,31,False,629.53,2024-12-24
360,1,2024-12-25,WH-002,143,23,False,627.51,2024-12-25
361,1,2024-12-26,WH-002,140,28,False,635.26,2024-12-26
362,1,2024-12-27,WH-002,136,19,False,645.15,2024-12-27
363,1,2024-12-28,WH-002,135,24,False,622.48,2024-12-28
364,1,2024-12-29,WH-002,134,13,False,619.78,2024-12-29
365,1,2024-12-30,WH-002,132,24,False,630.71,2024-12-30
366,1,2024-12-31,WH-002,125,30,False,648.8,2024-12-31
367,2,2024-01-01,WH-002,232,21,False,18.66,2024-01-01
368,2,2024-01-02,WH-002,211,16,False,18.06,2024-01-02
369,2,2024-01-03,WH-002,207,13,False,19.08,2024-01-03
370,2,2024-01-04,WH-002,195,4,False,18.21,2024-01-04
371,2,2024-01-05,WH-002,189,35,False,18.63,2024-01-05
372,2,2024-01-06,WH-002,165,25,False,18.7,2024-01-06
373,2,2024-01-07,WH-002,163,38,False,18.9,2024-01-07
374,2,2024-01-08,WH-002,146,16,False,18.09,2024-01-08
375,2,2024-01-09,WH-002,138,4,False,18.27,2024-01-09
376,2,2024-01-10,WH-002,132,26,False,18.63,2024-01-10
377,2,2024-01-11,WH-002,108,2,True,18.66,2024-01-11
378,2,2024-01-12,WH-002,87,18,False,18.23,2024-01-12
379,2,2024-01-13,WH-002,83,2,False,18.19,2024-01-13
380,2,2024-01-14,WH-002,66,4,False,18.88,2024-01-14
381,2,2024-01-15,WH-002,53,9,False,18.23,2024-01-15
382,2,2024-01-16,WH-002,50,11,False,18.66,2024-01-16
383,2,2024-01-17,WH-002,41,7,False,18.24,2024-01-17
384,2,2024-01-18,WH-002,26,0,False,18.56,2024-01-18
385,2,2024-01-19,WH-002,0,0,False,18.38,2024-01-19
386,2,2024-01-20,WH-002,0,0,False,18.62,2024-01-20
387,2,2024-01-21,WH-002,0,0,False,18.86,2024-01-21
388,2,2024-01-22,WH-002,0,0,False,18.17,2024-01-22
389,2,2024-01-23,WH-002,0,0,False,18.1,2024-01-23
390,2,2024-01-24,WH-002,0,0,False,18.06,2024-01-24
391,2,2024-01-25,WH-002,0,0,False,18.11,2024-01-25
392,2,2024-01-26,WH-002,0,0,False,19.1,2024-01-26
393,2,2024-01-27,WH-002,0,0,False,18.78,2024-01-27
394,2,2024-01-28,WH-002,0,0,False,18.74,2024-01-28
395,2,2024-01-29,WH-002,0,0,False,18.62,2024-01-29
396,2,2024-01-30,WH-002,0,0,False,18.39,2024-01-30
397,2,2024-01-31,WH-002,0,0,False,18.2,2024-01-31
398,2,2024-02-01,WH-002,0,0,False,18.05,2024-02-01
399,2,2024-02-02,WH-002,0,0,False,18.68,2024-02-02
400,2,2024-02-03,WH-002,0,0,False,18.36,2024-02-03
401,2,2024-02-04,WH-002,0,0,False,18.79,2024-02-04
402,2,2024-02-05,WH-002,0,0,False,18.76,2024-02-05
403,2,2024-02-06,WH-002,0,0,False,19.06,2024-02-06
404,2,2024-02-07,WH-002,0,0,False,18.21,2024-02-07
405,2,2024-02-08,WH-002,0,0,False,19.05,2024-02-08
406,2,2024-02-09,WH-002,0,0,False,18.55,2024-02-09
407,2,2024-02-10,WH-002,0,0,False,18.85,2024-02-10
408,2,2024-02-11,WH-002,0,0,False,18.01,2024-02-11
409,2,2024-02-12,WH-002,0,0,False,18.79,2024-02-12
410,2,2024-02-13,WH-002,0,0,False,18.37,2024-02-13
411,2,2024-02-14,WH-002,0,0,False,18.18,2024-02-14
412,2,2024-02-15,WH-002,0,0,False,18.54,2024-02-15
413,2,2024-02-16,WH-002,0,0,False,18.41,2024-02-16
414,2,2024-02-17,WH-002,0,0,False,18.77,2024-02-17
415,2,2024-02-18,WH-002,0,0,False,18.23,2024-02-18
416,2,2024-02-19,WH-002,0,0,False,18.68,2024-02-19
417,2,2024-02-20,WH-002,0,0,False,18.58,2024-02-20
418,2,2024-02-21,WH-002,0,0,False,18.57,2024-02-21
419,2,2024-02-22,WH-002,0,0,False,18.71,2024-02-22
420,2,2024-02-23,WH-002,0,0,False,18.92,2024-02-23
